"** Film End **","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"*** End Optical Properties Block ***","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"*** Begin Output Block ***","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Input","No","lambda","phita","beta","gamma","e","phi_1","theta_1","psi_1","phi_1","theta_1","psi_1","h","Output","R_p","R_s","e_r","Sin[2 chi ]_      r","","","","","","","","","","","","","",""
"",1.,600.,0.,0.,-90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.11080407809642678,0.,0.,2.980232238769531e-8,"","","","","","","","","","","","","",""
"",2.,600.,0.,0.,-45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.0696613966774071,0.00486178881957234,0.04165524225082704,-0.4885327627025348,"","","","","","","","","","","","","",""
"",3.,600.,0.,0.,0.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.03824229289753194,0.,0.,0.,"","","","","","","","","","","","","",""
"",4.,600.,0.,0.,45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.0696613966774071,0.00486178881957234,-0.04165524225082704,0.4885327627025348,"","","","","","","","","","","","","",""
"",5.,600.,0.,0.,90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.11080407809642678,0.,0.,2.980232238769531e-8,"","","","","","","","","","","","","",""
"",6.,600.,0.,45.,-90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.055402039048213364,0.01912114644876595,-0.041655242250827444,-0.8725455516855435,"","","","","","","","","","","","","",""
"",7.,600.,0.,45.,-45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.055402039048213385,0.055402039048213385,0.,-1.0000000000000002,"","","","","","","","","","","","","",""
"",8.,600.,0.,45.,0.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.019121146448765964,0.05540203904821334,0.04165524225082729,-0.8725455516855436,"","","","","","","","","","","","","",""
"",9.,600.,0.,45.,45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.019121146448766,0.019121146448766006,0.,-1.,"","","","","","","","","","","","","",""
"",10.,600.,0.,45.,90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.055402039048213364,0.01912114644876595,-0.041655242250827444,-0.8725455516855435,"","","","","","","","","","","","","",""
"",11.,600.,0.,90.,-90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.,0.03824229289753191,0.,0.,"","","","","","","","","","","","","",""
"",12.,600.,0.,90.,-45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.00486178881957234,0.0696613966774071,-0.04165524225082724,-0.4885327627025332,"","","","","","","","","","","","","",""
"",13.,600.,0.,90.,0.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.,0.11080407809642677,0.,0.,"","","","","","","","","","","","","",""
"",14.,600.,0.,90.,45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.00486178881957234,0.0696613966774071,0.04165524225082724,0.4885327627025332,"","","","","","","","","","","","","",""
"",15.,600.,0.,90.,90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.,0.03824229289753191,0.,0.,"","","","","","","","","","","","","",""
"",16.,600.,15.,0.,-90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.10327250281823107,0.,0.,0.,"","","","","","","","","","","","","",""
"",17.,600.,15.,0.,-45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.0636367800874694,0.004949597648814669,0.047403499000074935,-0.5110980910605772,"","","","","","","","","","","","","",""
"",18.,600.,15.,0.,0.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.03395504672612744,0.,0.,0.,"","","","","","","","","","","","","",""
"",19.,600.,15.,0.,45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.0636367800874694,0.004949597648814669,-0.047403499000074935,0.5110980910605772,"","","","","","","","","","","","","",""
"",20.,600.,15.,0.,90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.10327250281823107,0.,0.,0.,"","","","","","","","","","","","","",""
"",21.,600.,15.,45.,-90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.05163625140911557,0.02100789707053375,-0.04705554204653855,-0.9058993561786484,"","","","","","","","","","","","","",""
"",22.,600.,15.,45.,-45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.05174177846529033,0.059134629525942554,-0.0010135421722420814,-0.9977746367728814,"","","","","","","","","","","","","",""
"",23.,600.,15.,45.,0.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.016977523363063726,0.05924785050634688,0.044052191912130806,-0.8307132656670199,"","","","","","","","","","","","","",""
"",24.,600.,15.,45.,45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.016844599270993733,0.021158202838808524,0.004217498797603191,-0.993536676573926,"","","","","","","","","","","","","",""
"",25.,600.,15.,45.,90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.05163625140911557,0.02100789707053375,-0.04705554204653855,-0.9058993561786484,"","","","","","","","","","","","","",""
"",26.,600.,15.,90.,-90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.,0.04201579414106747,0.,0.,"","","","","","","","","","","","","",""
"",27.,600.,15.,90.,-45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.0049495976488146695,0.07534323471593649,-0.04388147692075921,-0.47479907398665455,"","","","","","","","","","","","","",""
"",28.,600.,15.,90.,0.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.,0.11849570101269367,0.,0.,"","","","","","","","","","","","","",""
"",29.,600.,15.,90.,45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.0049495976488146695,0.07534323471593649,0.04388147692075921,0.47479907398665455,"","","","","","","","","","","","","",""
"",30.,600.,15.,90.,90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.,0.04201579414106747,0.,0.,"","","","","","","","","","","","","",""
"",31.,600.,30.,0.,-90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.08016478978572975,0.,0.,0.,"","","","","","","","","","","","","",""
"",32.,600.,30.,0.,-45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.045669703487311794,0.005177134443294505,0.06766090049513908,-0.5950501131681153,"","","","","","","","","","","","","",""
"",33.,600.,30.,0.,0.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.02163962494181245,0.,0.,0.,"","","","","","","","","","","","","",""
"",34.,600.,30.,0.,45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.045669703487311794,0.005177134443294505,-0.06766090049513908,0.5950501131681153,"","","","","","","","","","","","","",""
"",35.,600.,30.,0.,90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.08016478978572975,0.,0.,0.,"","","","","","","","","","","","","",""
"",36.,600.,30.,45.,-90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.0400823948928649,0.027902968724833197,-0.06448377017867998,-0.9835485772166812,"","","","","","","","","","","","","",""
"",37.,600.,30.,45.,-45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.04041374472527934,0.07188488287830223,-0.00623934275477368,-0.959922113071666,"","","","","","","","","","","","","",""
"",38.,600.,30.,45.,0.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.010819812470906213,0.0723335123565064,0.04822540587691224,-0.6690567743189172,"","","","","","","","","","","","","",""
"",39.,600.,30.,45.,45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.010433093205326963,0.02856824332729787,0.02029943770629976,-0.8851155672973823,"","","","","","","","","","","","","",""
"",40.,600.,30.,45.,90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.0400823948928649,0.027902968724833197,-0.06448377017867998,-0.9835485772166812,"","","","","","","","","","","","","",""
"",41.,600.,30.,90.,-90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.,0.055805937449666436,0.,0.,"","","","","","","","","","","","","",""
"",42.,600.,30.,90.,-45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.005177134443294498,0.09527599176230571,-0.049062897929078274,-0.43329346982402106,"","","","","","","","","","","","","",""
"",43.,600.,30.,90.,0.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.,0.14466702471301277,0.,0.,"","","","","","","","","","","","","",""
"",44.,600.,30.,90.,45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.005177134443294498,0.09527599176230571,0.049062897929078274,0.43329346982402106,"","","","","","","","","","","","","",""
"",45.,600.,30.,90.,90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.,0.055805937449666436,0.,0.,"","","","","","","","","","","","","",""
"",46.,600.,45.,0.,-90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.04215749827379331,0.,0.,0.,"","","","","","","","","","","","","",""
"",47.,600.,45.,0.,-45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.01836495259035474,0.005396181381294574,0.11690309295369458,-0.8278683425664634,"","","","","","","","","","","","","",""
"",48.,600.,45.,0.,0.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.005263823164020985,0.,0.,0.,"","","","","","","","","","","","","",""
"",49.,600.,45.,0.,45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.01836495259035474,0.005396181381294574,-0.11690309295369458,0.8278683425664634,"","","","","","","","","","","","","",""
"",50.,600.,45.,0.,90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.04215749827379331,0.,0.,0.,"","","","","","","","","","","","","",""
"",51.,600.,45.,45.,-90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.02107874913689665,0.044904810467419926,-0.09136123790950694,-0.9301540210631201,"","","","","","","","","","","","","",""
"",52.,600.,45.,45.,-45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.021450905018595524,0.09947085762711716,-0.021686151933998133,-0.7634919542786879,"","","","","","","","","","","","","",""
"",53.,600.,45.,45.,0.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.0026319115820104926,0.10032776545891381,0.045064613345893255,-0.30379715644587546,"","","","","","","","","","","","","",""
"",54.,600.,45.,45.,45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.0023102289530537983,0.04657888342709761,0.048361431211506614,-0.4151859478443553,"","","","","","","","","","","","","",""
"",55.,600.,45.,45.,90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.02107874913689665,0.044904810467419926,-0.09136123790950694,-0.9301540210631201,"","","","","","","","","","","","","",""
"",56.,600.,45.,90.,-90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.,0.08980962093483986,0.,0.,"","","","","","","","","","","","","",""
"",57.,600.,45.,90.,-45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.005396181381294571,0.14065355967292018,-0.053008783414059485,-0.36419138450949967,"","","","","","","","","","","","","",""
"",58.,600.,45.,90.,0.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.,0.2006555309178275,0.,0.,"","","","","","","","","","","","","",""
"",59.,600.,45.,90.,45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.005396181381294571,0.14065355967292018,0.053008783414059485,0.36419138450949967,"","","","","","","","","","","","","",""
"",60.,600.,45.,90.,90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.,0.08980962093483986,0.,0.,"","","","","","","","","","","","","",""
"",61.,600.,60.,0.,-90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.003992976010781725,0.,0.,2.980232238769531e-8,"","","","","","","","","","","","","",""
"",62.,600.,60.,0.,-45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.00019408778310291727,0.005176186665933639,-0.1102567023293217,0.31056853210511637,"","","","","","","","","","","","","",""
"",63.,600.,60.,0.,0.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.0058574031926156254,0.,0.,2.980232238769531e-8,"","","","","","","","","","","","","",""
"",64.,600.,60.,0.,45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.00019408778310291727,0.005176186665933639,0.1102567023293217,-0.31056853210511637,"","","","","","","","","","","","","",""
"",65.,600.,60.,0.,90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.003992976010781725,0.,0.,2.980232238769531e-8,"","","","","","","","","","","","","",""
"",66.,600.,60.,45.,-90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.0019964880053908586,0.08714906926291088,-0.0917334825083271,-0.23736308272187356,"","","","","","","","","","","","","",""
"",67.,600.,60.,45.,-45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.001871249726018898,0.15634864299390408,-0.04646637495954996,-0.1961622975464238,"","","","","","","","","","","","","",""
"",68.,600.,60.,45.,0.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.002928701596307806,0.15679575197813037,0.027454365434637137,0.26305304323703993,"","","","","","","","","","","","","",""
"",69.,600.,60.,45.,45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.003499024723017652,0.09007229723534972,0.05920369029139944,0.3631766823471637,"","","","","","","","","","","","","",""
"",70.,600.,60.,45.,90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.0019964880053908586,0.08714906926291088,-0.0917334825083271,-0.23736308272187356,"","","","","","","","","","","","","",""
"",71.,600.,60.,90.,-90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.,0.17429813852582168,0.,0.,"","","","","","","","","","","","","",""
"",72.,600.,60.,90.,-45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.005176186665933639,0.24124475356332012,-0.04992299164474864,-0.2702998083865982,"","","","","","","","","","","","","",""
"",73.,600.,60.,90.,0.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.,0.31359150395626073,0.,0.,"","","","","","","","","","","","","",""
"",74.,600.,60.,90.,45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.005176186665933639,0.24124475356332012,0.04992299164474864,0.2702998083865982,"","","","","","","","","","","","","",""
"",75.,600.,60.,90.,90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.,0.17429813852582168,0.,0.,"","","","","","","","","","","","","",""
"",76.,600.,75.,0.,-90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.06741957912549228,0.,0.,2.980232238769531e-8,"","","","","","","","","","","","","",""
"",77.,600.,75.,0.,-45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.09764652648176927,0.0034127344889453774,-0.07724107620050233,0.3309338000078008,"","","","","","","","","","","","","",""
"",78.,600.,75.,0.,0.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.13145000952057198,0.,0.,0.,"","","","","","","","","","","","","",""
"",79.,600.,75.,0.,45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.09764652648176927,0.0034127344889453774,0.07724107620050233,-0.3309338000078008,"","","","","","","","","","","","","",""
"",80.,600.,75.,0.,90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.06741957912549228,0.,0.,2.980232238769531e-8,"","","","","","","","","","","","","",""
"",81.,600.,75.,45.,-90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.03370978956274613,0.1987501377348518,-0.042584653318343844,0.7016182758422072,"","","","","","","","","","","","","",""
"",82.,600.,75.,45.,-45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.03400601707478901,0.2743834248983217,-0.04676683615570252,0.622175737306565,"","","","","","","","","","","","","",""
"",83.,600.,75.,45.,0.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.06572500476028596,0.27132512675345255,0.007521198256677563,0.7923493251300703,"","","","","","","","","","","","","",""
"",84.,600.,75.,45.,45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.06705324389592554,0.20098859942612626,0.035920954519060896,0.8654635318432371,"","","","","","","","","","","","","",""
"",85.,600.,75.,45.,90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.03370978956274613,0.1987501377348518,-0.042584653318343844,0.7016182758422072,"","","","","","","","","","","","","",""
"",86.,600.,75.,90.,-90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.,0.39750027546970346,0.,0.,"","","","","","","","","","","","","",""
"",87.,600.,75.,90.,-45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.003412734488945384,0.4719592898355021,-0.034217889636874034,-0.15475647260374967,"","","","","","","","","","","","","",""
"",88.,600.,75.,90.,0.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.,0.5426502535069045,0.,0.,"","","","","","","","","","","","","",""
"",89.,600.,75.,90.,45.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.003412734488945384,0.4719592898355021,0.034217889636874034,0.15475647260374967,"","","","","","","","","","","","","",""
"",90.,600.,75.,90.,90.,0.,0.,0.,0.,7.,-11.,17.,75.,"",0.,0.39750027546970346,0.,0.,"","","","","","","","","","","","","",""
"*** End Output Block ***","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
